date,temperature,uncertainty
1902-11-01,1.3902e+01,1.28e-01
1902-12-01,1.3240e+01,1.34e-01
1903-01-01,1.3275e+01,1.28e-01
1903-02-01,1.3668e+01,1.32e-01
1903-03-01,1.4050e+01,1.24e-01
1903-04-01,1.4801e+01,1.36e-01
1903-05-01,1.5645e+01,1.39e-01
1903-06-01,1.6161e+01,1.27e-01
1903-07-01,1.6496e+01,1.46e-01
1903-08-01,1.6304e+01,1.46e-01
1903-09-01,1.5771e+01,1.45e-01
1903-10-01,1.4835e+01,1.18e-01
1903-11-01,1.3828e+01,1.32e-01
1903-12-01,1.3205e+01,1.45e-01
1904-01-01,1.2957e+01,1.52e-01
1904-02-01,1.3154e+01,1.47e-01
1904-03-01,1.3859e+01,1.33e-01
1904-04-01,1.4755e+01,1.37e-01
1904-05-01,1.5573e+01,1.33e-01
1904-06-01,1.6207e+01,1.28e-01
1904-07-01,1.6525e+01,1.34e-01
1904-08-01,1.6403e+01,1.37e-01
1904-09-01,1.5768e+01,1.29e-01
1904-10-01,1.4947e+01,1.18e-01
1904-11-01,1.4144e+01,1.19e-01
1904-12-01,1.3433e+01,1.30e-01
1905-01-01,1.3205e+01,1.40e-01
1905-02-01,1.3206e+01,1.37e-01
1905-03-01,1.4035e+01,1.25e-01
1905-04-01,1.4857e+01,1.28e-01
1905-05-01,1.5788e+01,1.31e-01
1905-06-01,1.6379e+01,1.25e-01
1905-07-01,1.6651e+01,1.33e-01
1905-08-01,1.6558e+01,1.34e-01
1905-09-01,1.6004e+01,1.23e-01
1905-10-01,1.5091e+01,1.22e-01
1905-11-01,1.4232e+01,1.27e-01
1905-12-01,1.3450e+01,1.23e-01
1906-01-01,1.3250e+01,1.37e-01
1906-02-01,1.3502e+01,1.35e-01
1906-03-01,1.4245e+01,1.17e-01
1906-04-01,1.5230e+01,1.22e-01
1906-05-01,1.5769e+01,1.32e-01
1906-06-01,1.6436e+01,1.27e-01
1906-07-01,1.6662e+01,1.37e-01
1906-08-01,1.6593e+01,1.34e-01
1906-09-01,1.5950e+01,1.22e-01
1906-10-01,1.5152e+01,1.16e-01
1906-11-01,1.4054e+01,1.16e-01
1906-12-01,1.3540e+01,1.48e-01
1907-01-01,1.3108e+01,1.28e-01
1907-02-01,1.3257e+01,1.29e-01
1907-03-01,1.4150e+01,1.23e-01
1907-04-01,1.4918e+01,1.33e-01
1907-05-01,1.5602e+01,1.32e-01
1907-06-01,1.6253e+01,1.30e-01
1907-07-01,1.6596e+01,1.33e-01
1907-08-01,1.6456e+01,1.32e-01
1907-09-01,1.5902e+01,1.19e-01
1907-10-01,1.5159e+01,1.15e-01
1907-11-01,1.3872e+01,1.15e-01
1907-12-01,1.3225e+01,1.21e-01
1908-01-01,1.3160e+01,1.23e-01
1908-02-01,1.3441e+01,1.24e-01
1908-03-01,1.3783e+01,1.37e-01
1908-04-01,1.4801e+01,1.29e-01
1908-05-01,1.5757e+01,1.30e-01
1908-06-01,1.6289e+01,1.19e-01
1908-07-01,1.6618e+01,1.29e-01
1908-08-01,1.6365e+01,1.34e-01
1908-09-01,1.5930e+01,1.19e-01
1908-10-01,1.4883e+01,1.12e-01
1908-11-01,1.3842e+01,1.16e-01
1908-12-01,1.3189e+01,1.29e-01
1909-01-01,1.2839e+01,1.32e-01
1909-02-01,1.3350e+01,1.25e-01
1909-03-01,1.3852e+01,1.22e-01
1909-04-01,1.4719e+01,1.22e-01
1909-05-01,1.5600e+01,1.27e-01
1909-06-01,1.6191e+01,1.14e-01
1909-07-01,1.6437e+01,1.23e-01
1909-08-01,1.6496e+01,1.26e-01
1909-09-01,1.5849e+01,1.12e-01
1909-10-01,1.4941e+01,1.02e-01
1909-11-01,1.3993e+01,1.08e-01
1909-12-01,1.3217e+01,1.21e-01
1910-01-01,1.3139e+01,1.14e-01
1910-02-01,1.3317e+01,1.22e-01
1910-03-01,1.3872e+01,1.12e-01
1910-04-01,1.4845e+01,1.20e-01
1910-05-01,1.5712e+01,1.28e-01
1910-06-01,1.6264e+01,1.10e-01
1910-07-01,1.6543e+01,1.30e-01
1910-08-01,1.6477e+01,1.26e-01
1910-09-01,1.5875e+01,1.12e-01
1910-10-01,1.5019e+01,1.05e-01
1910-11-01,1.3750e+01,1.09e-01
1910-12-01,1.3016e+01,1.23e-01
1911-01-01,1.2908e+01,1.28e-01
1911-02-01,1.3164e+01,1.07e-01
1911-03-01,1.3752e+01,1.08e-01
1911-04-01,1.4716e+01,1.15e-01
1911-05-01,1.5497e+01,1.19e-01
1911-06-01,1.6108e+01,1.08e-01
1911-07-01,1.6431e+01,1.22e-01
1911-08-01,1.6387e+01,1.26e-01
1911-09-01,1.5799e+01,1.18e-01
1911-10-01,1.5063e+01,1.08e-01
1911-11-01,1.4062e+01,1.08e-01
1911-12-01,1.3425e+01,1.15e-01
1912-01-01,1.3249e+01,1.25e-01
1912-02-01,1.3595e+01,1.15e-01
1912-03-01,1.3995e+01,1.15e-01
1912-04-01,1.5065e+01,1.18e-01
1912-05-01,1.5813e+01,1.26e-01
1912-06-01,1.6397e+01,1.13e-01
1912-07-01,1.6509e+01,1.20e-01
1912-08-01,1.6309e+01,1.25e-01
1912-09-01,1.5685e+01,1.17e-01
1912-10-01,1.4751e+01,1.08e-01
1912-11-01,1.3928e+01,1.07e-01
1912-12-01,1.3230e+01,1.14e-01
1913-01-01,1.3066e+01,1.22e-01
1913-02-01,1.3344e+01,1.22e-01
1913-03-01,1.3953e+01,1.10e-01
1913-04-01,1.4957e+01,1.17e-01
1913-05-01,1.5679e+01,1.23e-01
1913-06-01,1.6216e+01,1.17e-01
1913-07-01,1.6552e+01,1.22e-01
1913-08-01,1.6496e+01,1.26e-01
1913-09-01,1.5867e+01,1.11e-01
1913-10-01,1.5028e+01,1.04e-01
1913-11-01,1.4123e+01,1.11e-01
1913-12-01,1.3624e+01,1.20e-01
1914-01-01,1.3545e+01,1.28e-01
1914-02-01,1.3576e+01,1.11e-01
1914-03-01,1.4103e+01,1.16e-01
1914-04-01,1.5018e+01,1.19e-01
1914-05-01,1.5857e+01,1.27e-01
1914-06-01,1.6421e+01,1.14e-01
1914-07-01,1.6653e+01,1.31e-01
1914-08-01,1.6692e+01,1.32e-01
1914-09-01,1.6075e+01,1.37e-01
1914-10-01,1.5223e+01,1.24e-01
1914-11-01,1.4155e+01,1.25e-01
1914-12-01,1.3597e+01,1.39e-01
1915-01-01,1.3320e+01,1.34e-01
1915-02-01,1.3675e+01,1.37e-01
1915-03-01,1.4320e+01,1.31e-01
1915-04-01,1.5292e+01,1.35e-01
1915-05-01,1.6067e+01,1.38e-01
1915-06-01,1.6445e+01,1.33e-01
1915-07-01,1.6817e+01,1.45e-01
1915-08-01,1.6802e+01,1.44e-01
1915-09-01,1.6102e+01,1.35e-01
1915-10-01,1.5093e+01,1.25e-01
1915-11-01,1.4254e+01,1.27e-01
1915-12-01,1.3538e+01,1.27e-01
1916-01-01,1.3294e+01,1.34e-01
1916-02-01,1.3581e+01,1.34e-01
1916-03-01,1.4121e+01,1.42e-01
1916-04-01,1.4975e+01,1.34e-01
1916-05-01,1.5779e+01,1.39e-01
1916-06-01,1.6290e+01,1.26e-01
1916-07-01,1.6599e+01,1.45e-01
1916-08-01,1.6511e+01,1.42e-01
1916-09-01,1.5927e+01,1.32e-01
1916-10-01,1.4919e+01,1.28e-01
1916-11-01,1.3814e+01,1.31e-01
1916-12-01,1.3006e+01,1.31e-01
1917-01-01,1.2840e+01,1.38e-01
1917-02-01,1.3099e+01,1.51e-01
1917-03-01,1.3801e+01,1.36e-01
1917-04-01,1.4815e+01,1.42e-01
1917-05-01,1.5537e+01,1.43e-01
1917-06-01,1.6239e+01,1.32e-01
1917-07-01,1.6706e+01,1.44e-01
1917-08-01,1.6580e+01,1.49e-01
1917-09-01,1.6058e+01,1.42e-01
1917-10-01,1.4942e+01,1.26e-01
1917-11-01,1.4002e+01,1.38e-01
1917-12-01,1.3098e+01,1.45e-01
1918-01-01,1.3129e+01,1.41e-01
1918-02-01,1.3312e+01,1.56e-01
1918-03-01,1.4034e+01,1.47e-01
1918-04-01,1.4794e+01,1.48e-01
1918-05-01,1.5733e+01,1.56e-01
1918-06-01,1.6306e+01,1.40e-01
1918-07-01,1.6596e+01,1.49e-01
1918-08-01,1.6552e+01,1.47e-01
1918-09-01,1.6074e+01,1.47e-01
1918-10-01,1.5252e+01,1.44e-01
1918-11-01,1.4297e+01,1.48e-01
1918-12-01,1.3439e+01,1.55e-01
1919-01-01,1.3309e+01,1.52e-01
1919-02-01,1.3678e+01,1.51e-01
1919-03-01,1.4220e+01,1.48e-01
1919-04-01,1.5253e+01,1.50e-01
1919-05-01,1.5847e+01,1.40e-01
1919-06-01,1.6375e+01,1.32e-01
1919-07-01,1.6582e+01,1.44e-01
1919-08-01,1.6498e+01,1.53e-01
1919-09-01,1.6025e+01,1.41e-01
1919-10-01,1.5117e+01,1.29e-01
1919-11-01,1.3914e+01,1.36e-01
1919-12-01,1.3263e+01,1.38e-01
1920-01-01,1.3257e+01,1.37e-01
1920-02-01,1.3347e+01,1.36e-01
1920-03-01,1.4250e+01,1.38e-01
1920-04-01,1.5079e+01,1.45e-01
1920-05-01,1.5855e+01,1.41e-01
1920-06-01,1.6415e+01,1.31e-01
1920-07-01,1.6693e+01,1.43e-01
1920-08-01,1.6626e+01,1.43e-01
1920-09-01,1.6117e+01,1.33e-01
1920-10-01,1.5206e+01,1.25e-01
1920-11-01,1.4159e+01,1.28e-01
1920-12-01,1.3311e+01,1.27e-01
1921-01-01,1.3439e+01,1.46e-01
1921-02-01,1.3622e+01,1.29e-01
1921-03-01,1.4128e+01,1.37e-01
1921-04-01,1.5005e+01,1.29e-01
1921-05-01,1.5826e+01,1.29e-01
1921-06-01,1.6490e+01,1.22e-01
1921-07-01,1.6783e+01,1.36e-01
1921-08-01,1.6618e+01,1.37e-01
1921-09-01,1.6166e+01,1.25e-01
1921-10-01,1.5285e+01,1.17e-01
1921-11-01,1.4236e+01,1.20e-01
1921-12-01,1.3627e+01,1.23e-01
1922-01-01,1.3177e+01,1.21e-01
1922-02-01,1.3453e+01,1.28e-01
1922-03-01,1.4245e+01,1.21e-01
1922-04-01,1.5168e+01,1.27e-01
1922-05-01,1.5778e+01,1.30e-01
1922-06-01,1.6406e+01,1.17e-01
1922-07-01,1.6745e+01,1.30e-01
1922-08-01,1.6532e+01,1.34e-01
1922-09-01,1.5981e+01,1.21e-01
1922-10-01,1.5043e+01,1.20e-01
1922-11-01,1.4117e+01,1.21e-01
1922-12-01,1.3503e+01,1.19e-01
1923-01-01,1.3240e+01,1.27e-01
1923-02-01,1.3358e+01,1.24e-01
1923-03-01,1.4049e+01,1.22e-01
1923-04-01,1.4959e+01,1.22e-01
1923-05-01,1.5724e+01,1.28e-01
1923-06-01,1.6452e+01,1.20e-01
1923-07-01,1.6628e+01,1.29e-01
1923-08-01,1.6540e+01,1.37e-01
1923-09-01,1.5992e+01,1.20e-01
1923-10-01,1.5249e+01,1.12e-01
1923-11-01,1.4404e+01,1.12e-01
1923-12-01,1.3739e+01,1.19e-01
1924-01-01,1.3303e+01,1.34e-01
1924-02-01,1.3585e+01,1.27e-01
1924-03-01,1.4325e+01,1.19e-01
1924-04-01,1.5081e+01,1.27e-01
1924-05-01,1.5918e+01,1.27e-01
1924-06-01,1.6461e+01,1.16e-01
1924-07-01,1.6724e+01,1.31e-01
1924-08-01,1.6556e+01,1.34e-01
1924-09-01,1.6003e+01,1.22e-01
1924-10-01,1.5042e+01,1.17e-01
1924-11-01,1.4132e+01,1.16e-01
1924-12-01,1.3342e+01,1.24e-01
1925-01-01,1.3157e+01,1.25e-01
1925-02-01,1.3361e+01,1.21e-01
1925-03-01,1.4155e+01,1.24e-01
1925-04-01,1.5011e+01,1.24e-01
1925-05-01,1.5855e+01,1.30e-01
1925-06-01,1.6413e+01,1.16e-01
1925-07-01,1.6740e+01,1.29e-01
1925-08-01,1.6716e+01,1.35e-01
1925-09-01,1.6140e+01,1.26e-01
1925-10-01,1.5221e+01,1.17e-01
1925-11-01,1.4418e+01,1.18e-01
1925-12-01,1.3897e+01,1.22e-01
1926-01-01,1.3739e+01,1.28e-01
1926-02-01,1.3842e+01,1.15e-01
1926-03-01,1.4536e+01,1.16e-01
1926-04-01,1.5214e+01,1.27e-01
1926-05-01,1.5932e+01,1.29e-01
1926-06-01,1.6581e+01,1.17e-01
1926-07-01,1.6766e+01,1.30e-01
1926-08-01,1.6800e+01,1.35e-01
1926-09-01,1.6222e+01,1.20e-01
1926-10-01,1.5372e+01,1.15e-01
1926-11-01,1.4351e+01,1.16e-01
1926-12-01,1.3538e+01,1.21e-01
1927-01-01,1.3323e+01,1.30e-01
1927-02-01,1.3650e+01,1.20e-01
1927-03-01,1.4084e+01,1.21e-01
1927-04-01,1.5045e+01,1.18e-01
1927-05-01,1.5873e+01,1.27e-01
1927-06-01,1.6444e+01,1.14e-01
1927-07-01,1.6812e+01,1.30e-01
1927-08-01,1.6742e+01,1.36e-01
1927-09-01,1.6224e+01,1.19e-01
1927-10-01,1.5435e+01,1.12e-01
1927-11-01,1.4342e+01,1.13e-01
1927-12-01,1.3493e+01,1.20e-01
1928-01-01,1.3637e+01,1.21e-01
1928-02-01,1.3722e+01,1.23e-01
1928-03-01,1.4229e+01,1.19e-01
1928-04-01,1.5126e+01,1.27e-01
1928-05-01,1.5880e+01,1.34e-01
1928-06-01,1.6355e+01,1.19e-01
1928-07-01,1.6796e+01,1.28e-01
1928-08-01,1.6700e+01,1.33e-01
1928-09-01,1.6066e+01,1.20e-01
1928-10-01,1.5232e+01,1.12e-01
1928-11-01,1.4276e+01,1.22e-01
1928-12-01,1.3568e+01,1.22e-01
1929-01-01,1.3137e+01,1.34e-01
1929-02-01,1.3241e+01,1.20e-01
1929-03-01,1.4079e+01,1.21e-01
1929-04-01,1.4987e+01,1.26e-01
1929-05-01,1.5716e+01,1.28e-01
1929-06-01,1.6328e+01,1.17e-01
1929-07-01,1.6590e+01,1.34e-01
1929-08-01,1.6671e+01,1.38e-01
1929-09-01,1.6092e+01,1.26e-01
1929-10-01,1.5248e+01,1.13e-01
1929-11-01,1.4313e+01,1.18e-01
1929-12-01,1.3207e+01,1.21e-01
1930-01-01,1.3260e+01,1.30e-01
1930-02-01,1.3540e+01,1.26e-01
1930-03-01,1.4326e+01,1.27e-01
1930-04-01,1.5081e+01,1.24e-01
1930-05-01,1.5911e+01,1.31e-01
1930-06-01,1.6473e+01,1.22e-01
1930-07-01,1.6854e+01,1.37e-01
1930-08-01,1.6791e+01,1.46e-01
1930-09-01,1.6250e+01,1.31e-01
1930-10-01,1.5355e+01,1.21e-01
1930-11-01,1.4505e+01,1.28e-01
1930-12-01,1.3724e+01,1.24e-01
1931-01-01,1.3529e+01,1.30e-01
1931-02-01,1.3621e+01,1.25e-01
1931-03-01,1.4347e+01,1.26e-01
1931-04-01,1.5116e+01,1.26e-01
1931-05-01,1.5872e+01,1.29e-01
1931-06-01,1.6630e+01,1.26e-01
1931-07-01,1.6967e+01,1.38e-01
1931-08-01,1.6887e+01,1.45e-01
1931-09-01,1.6294e+01,1.29e-01
1931-10-01,1.5448e+01,1.25e-01
1931-11-01,1.4317e+01,1.25e-01
1931-12-01,1.3711e+01,1.25e-01
1932-01-01,1.3687e+01,1.31e-01
1932-02-01,1.3658e+01,1.24e-01
1932-03-01,1.4252e+01,1.29e-01
1932-04-01,1.5335e+01,1.29e-01
1932-05-01,1.6018e+01,1.32e-01
1932-06-01,1.6504e+01,1.26e-01
1932-07-01,1.6846e+01,1.38e-01
1932-08-01,1.6680e+01,1.43e-01
1932-09-01,1.6263e+01,1.33e-01
1932-10-01,1.5280e+01,1.23e-01
1932-11-01,1.4175e+01,1.22e-01
1932-12-01,1.3558e+01,1.23e-01
1933-01-01,1.3260e+01,1.29e-01
1933-02-01,1.3506e+01,1.20e-01
1933-03-01,1.4131e+01,1.20e-01
1933-04-01,1.5043e+01,1.30e-01
1933-05-01,1.5823e+01,1.34e-01
1933-06-01,1.6337e+01,1.26e-01
1933-07-01,1.6704e+01,1.36e-01
1933-08-01,1.6701e+01,1.38e-01
1933-09-01,1.6024e+01,1.29e-01
1933-10-01,1.5143e+01,1.25e-01
1933-11-01,1.4131e+01,1.18e-01
1933-12-01,1.3352e+01,1.20e-01
1934-01-01,1.3276e+01,1.24e-01
1934-02-01,1.3701e+01,1.25e-01
1934-03-01,1.4072e+01,1.22e-01
1934-04-01,1.5020e+01,1.28e-01
1934-05-01,1.5951e+01,1.27e-01
1934-06-01,1.6578e+01,1.21e-01
1934-07-01,1.6851e+01,1.34e-01
1934-08-01,1.6740e+01,1.41e-01
1934-09-01,1.6128e+01,1.22e-01
1934-10-01,1.5332e+01,1.18e-01
1934-11-01,1.4412e+01,1.13e-01
1934-12-01,1.3673e+01,1.18e-01
1935-01-01,1.3299e+01,1.21e-01
1935-02-01,1.3857e+01,1.19e-01
1935-03-01,1.4269e+01,1.15e-01
1935-04-01,1.5013e+01,1.26e-01
1935-05-01,1.5848e+01,1.28e-01
1935-06-01,1.6504e+01,1.22e-01
1935-07-01,1.6848e+01,1.31e-01
1935-08-01,1.6715e+01,1.39e-01
1935-09-01,1.6143e+01,1.20e-01
1935-10-01,1.5311e+01,1.14e-01
1935-11-01,1.4069e+01,1.15e-01
1935-12-01,1.3550e+01,1.18e-01
1936-01-01,1.3260e+01,1.15e-01
1936-02-01,1.3533e+01,1.18e-01
1936-03-01,1.4206e+01,1.16e-01
1936-04-01,1.5089e+01,1.22e-01
1936-05-01,1.5935e+01,1.25e-01
1936-06-01,1.6524e+01,1.16e-01
1936-07-01,1.6928e+01,1.30e-01
1936-08-01,1.6811e+01,1.34e-01
1936-09-01,1.6191e+01,1.21e-01
1936-10-01,1.5412e+01,1.16e-01
1936-11-01,1.4338e+01,1.13e-01
1936-12-01,1.3767e+01,1.18e-01
1937-01-01,1.3417e+01,1.16e-01
1937-02-01,1.3904e+01,1.16e-01
1937-03-01,1.4276e+01,1.19e-01
1937-04-01,1.5228e+01,1.17e-01
1937-05-01,1.6051e+01,1.25e-01
1937-06-01,1.6679e+01,1.16e-01
1937-07-01,1.7054e+01,1.28e-01
1937-08-01,1.6941e+01,1.35e-01
1937-09-01,1.6402e+01,1.24e-01
1937-10-01,1.5523e+01,1.13e-01
1937-11-01,1.4447e+01,1.13e-01
1937-12-01,1.3684e+01,1.18e-01
1938-01-01,1.3596e+01,1.11e-01
1938-02-01,1.3827e+01,1.12e-01
1938-03-01,1.4491e+01,1.11e-01
1938-04-01,1.5363e+01,1.19e-01
1938-05-01,1.6001e+01,1.29e-01
1938-06-01,1.6607e+01,1.17e-01
1938-07-01,1.6871e+01,1.27e-01
1938-08-01,1.6904e+01,1.32e-01
1938-09-01,1.6367e+01,1.22e-01
1938-10-01,1.5526e+01,1.13e-01
1938-11-01,1.4408e+01,1.14e-01
1938-12-01,1.3556e+01,1.16e-01
1939-01-01,1.3538e+01,1.14e-01
1939-02-01,1.3757e+01,1.12e-01
1939-03-01,1.4273e+01,1.13e-01
1939-04-01,1.5296e+01,1.19e-01
1939-05-01,1.6174e+01,1.28e-01
1939-06-01,1.6712e+01,1.19e-01
1939-07-01,1.6988e+01,1.27e-01
1939-08-01,1.6892e+01,1.39e-01
1939-09-01,1.6300e+01,1.26e-01
1939-10-01,1.5232e+01,1.22e-01
1939-11-01,1.4379e+01,1.16e-01
1939-12-01,1.4087e+01,1.12e-01
1940-01-01,1.3576e+01,1.20e-01
1940-02-01,1.3932e+01,1.16e-01
1940-03-01,1.4480e+01,1.15e-01
1940-04-01,1.5452e+01,1.25e-01
1940-05-01,1.6080e+01,1.32e-01
1940-06-01,1.6725e+01,1.19e-01
1940-07-01,1.7123e+01,1.32e-01
1940-08-01,1.6946e+01,1.34e-01
1940-09-01,1.6430e+01,1.26e-01
1940-10-01,1.5384e+01,1.18e-01
1940-11-01,1.4377e+01,1.20e-01
1940-12-01,1.3960e+01,1.17e-01
1941-01-01,1.3622e+01,1.11e-01
1941-02-01,1.3946e+01,1.09e-01
1941-03-01,1.4425e+01,1.04e-01
1941-04-01,1.5407e+01,1.14e-01
1941-05-01,1.6152e+01,1.22e-01
1941-06-01,1.6753e+01,1.12e-01
1941-07-01,1.7131e+01,1.22e-01
1941-08-01,1.6915e+01,1.26e-01
1941-09-01,1.6190e+01,1.12e-01
1941-10-01,1.5629e+01,1.07e-01
1941-11-01,1.4475e+01,1.10e-01
1941-12-01,1.3971e+01,1.42e-01
1942-01-01,1.3821e+01,1.30e-01
1942-02-01,1.3773e+01,1.23e-01
1942-03-01,1.4538e+01,1.24e-01
1942-04-01,1.5307e+01,1.31e-01
1942-05-01,1.6147e+01,1.42e-01
1942-06-01,1.6729e+01,1.27e-01
1942-07-01,1.6902e+01,1.41e-01
1942-08-01,1.6766e+01,1.47e-01
1942-09-01,1.6265e+01,1.42e-01
1942-10-01,1.5358e+01,1.34e-01
1942-11-01,1.4426e+01,1.26e-01
1942-12-01,1.3872e+01,1.30e-01
1943-01-01,1.3522e+01,1.36e-01
1943-02-01,1.3939e+01,1.26e-01
1943-03-01,1.4371e+01,1.27e-01
1943-04-01,1.5335e+01,1.37e-01
1943-05-01,1.6123e+01,1.43e-01
1943-06-01,1.6596e+01,1.32e-01
1943-07-01,1.6950e+01,1.43e-01
1943-08-01,1.6912e+01,1.45e-01
1943-09-01,1.6285e+01,1.29e-01
1943-10-01,1.5620e+01,1.29e-01
1943-11-01,1.4530e+01,1.28e-01
1943-12-01,1.3957e+01,1.29e-01
1944-01-01,1.3819e+01,1.17e-01
1944-02-01,1.4023e+01,1.21e-01
1944-03-01,1.4632e+01,1.22e-01
1944-04-01,1.5432e+01,1.29e-01
1944-05-01,1.6212e+01,1.35e-01
1944-06-01,1.6772e+01,1.25e-01
1944-07-01,1.7119e+01,1.37e-01
1944-08-01,1.7117e+01,1.42e-01
1944-09-01,1.6472e+01,1.30e-01
1944-10-01,1.5623e+01,1.23e-01
1944-11-01,1.4401e+01,1.25e-01
1944-12-01,1.3767e+01,1.27e-01
1945-01-01,1.3586e+01,1.22e-01
1945-02-01,1.3747e+01,1.25e-01
1945-03-01,1.4462e+01,1.24e-01
1945-04-01,1.5431e+01,1.31e-01
1945-05-01,1.6064e+01,1.42e-01
1945-06-01,1.6661e+01,1.31e-01
1945-07-01,1.6911e+01,1.45e-01
1945-08-01,1.7106e+01,1.49e-01
1945-09-01,1.6358e+01,1.33e-01
1945-10-01,1.5574e+01,1.19e-01
1945-11-01,1.4453e+01,1.21e-01
1945-12-01,1.3616e+01,1.22e-01
1946-01-01,1.3638e+01,1.29e-01
1946-02-01,1.3816e+01,1.28e-01
1946-03-01,1.4514e+01,1.25e-01
1946-04-01,1.5441e+01,1.27e-01
1946-05-01,1.5994e+01,1.43e-01
1946-06-01,1.6513e+01,1.37e-01
1946-07-01,1.6944e+01,1.39e-01
1946-08-01,1.6717e+01,1.43e-01
1946-09-01,1.6252e+01,1.43e-01
1946-10-01,1.5437e+01,1.30e-01
1946-11-01,1.4359e+01,1.20e-01
1946-12-01,1.3528e+01,1.25e-01
1947-01-01,1.3532e+01,1.25e-01
1947-02-01,1.3832e+01,1.16e-01
1947-03-01,1.4540e+01,1.24e-01
1947-04-01,1.5373e+01,1.28e-01
1947-05-01,1.6089e+01,1.35e-01
1947-06-01,1.6701e+01,1.26e-01
1947-07-01,1.6973e+01,1.38e-01
1947-08-01,1.6804e+01,1.36e-01
1947-09-01,1.6261e+01,1.31e-01
1947-10-01,1.5490e+01,1.30e-01
1947-11-01,1.4435e+01,1.28e-01
1947-12-01,1.3692e+01,1.28e-01
1948-01-01,1.3666e+01,1.19e-01
1948-02-01,1.3692e+01,1.23e-01
1948-03-01,1.4284e+01,1.25e-01
1948-04-01,1.5266e+01,1.27e-01
1948-05-01,1.6173e+01,1.35e-01
1948-06-01,1.6742e+01,1.29e-01
1948-07-01,1.6938e+01,1.41e-01
1948-08-01,1.6902e+01,1.36e-01
1948-09-01,1.6243e+01,1.27e-01
1948-10-01,1.5389e+01,1.23e-01
1948-11-01,1.4299e+01,1.31e-01
1948-12-01,1.3540e+01,1.26e-01
1949-01-01,1.3704e+01,1.01e-01
1949-02-01,1.3686e+01,1.01e-01
1949-03-01,1.4322e+01,1.02e-01
1949-04-01,1.5312e+01,1.09e-01
1949-05-01,1.6063e+01,1.17e-01
1949-06-01,1.6467e+01,1.07e-01
1949-07-01,1.6807e+01,1.20e-01
1949-08-01,1.6796e+01,1.23e-01
1949-09-01,1.6177e+01,1.07e-01
1949-10-01,1.5375e+01,1.01e-01
1949-11-01,1.4331e+01,9.90e-02
1949-12-01,1.3633e+01,1.02e-01
1950-01-01,1.3311e+01,9.50e-02
1950-02-01,1.3554e+01,1.01e-01
1950-03-01,1.4296e+01,9.70e-02
1950-04-01,1.5093e+01,1.02e-01
1950-05-01,1.6033e+01,1.06e-01
1950-06-01,1.6660e+01,1.05e-01
1950-07-01,1.6981e+01,1.15e-01
1950-08-01,1.6731e+01,1.08e-01
1950-09-01,1.6124e+01,1.06e-01
1950-10-01,1.5245e+01,1.03e-01
1950-11-01,1.4060e+01,9.30e-02
1950-12-01,1.3586e+01,9.70e-02
1951-01-01,1.3341e+01,9.00e-02
1951-02-01,1.3488e+01,9.30e-02
1951-03-01,1.4278e+01,9.20e-02
1951-04-01,1.5198e+01,9.50e-02
1951-05-01,1.6158e+01,1.12e-01
1951-06-01,1.6768e+01,1.06e-01
1951-07-01,1.7046e+01,1.10e-01
1951-08-01,1.7081e+01,1.10e-01
1951-09-01,1.6430e+01,1.01e-01
1951-10-01,1.5529e+01,9.40e-02
1951-11-01,1.4422e+01,9.30e-02
1951-12-01,1.3995e+01,9.10e-02
1952-01-01,1.3762e+01,8.90e-02
1952-02-01,1.4009e+01,9.30e-02
1952-03-01,1.4373e+01,9.30e-02
1952-04-01,1.5363e+01,1.03e-01
1952-05-01,1.6129e+01,1.15e-01
1952-06-01,1.6751e+01,1.04e-01
1952-07-01,1.7068e+01,1.18e-01
1952-08-01,1.6952e+01,1.18e-01
1952-09-01,1.6395e+01,1.04e-01
1952-10-01,1.5434e+01,9.60e-02
1952-11-01,1.4334e+01,9.30e-02
1952-12-01,1.3787e+01,9.40e-02
1953-01-01,1.3642e+01,9.20e-02
1953-02-01,1.4020e+01,9.40e-02
1953-03-01,1.4561e+01,9.30e-02
1953-04-01,1.5518e+01,1.03e-01
1953-05-01,1.6266e+01,1.14e-01
1953-06-01,1.6890e+01,1.05e-01
1953-07-01,1.7088e+01,1.18e-01
1953-08-01,1.6985e+01,1.19e-01
1953-09-01,1.6418e+01,1.05e-01
1953-10-01,1.5471e+01,9.40e-02
1953-11-01,1.4332e+01,9.50e-02
1953-12-01,1.3862e+01,9.50e-02
1954-01-01,1.3380e+01,8.90e-02
1954-02-01,1.3783e+01,9.30e-02
1954-03-01,1.4385e+01,9.40e-02
1954-04-01,1.5226e+01,1.02e-01
1954-05-01,1.5971e+01,1.02e-01
1954-06-01,1.6609e+01,9.60e-02
1954-07-01,1.6851e+01,1.04e-01
1954-08-01,1.6816e+01,1.03e-01
1954-09-01,1.6223e+01,9.90e-02
1954-10-01,1.5423e+01,8.80e-02
1954-11-01,1.4480e+01,8.60e-02
1954-12-01,1.3620e+01,8.80e-02
1955-01-01,1.3717e+01,8.60e-02
1955-02-01,1.3718e+01,8.70e-02
1955-03-01,1.4179e+01,8.30e-02
1955-04-01,1.5119e+01,9.10e-02
1955-05-01,1.5882e+01,1.00e-01
1955-06-01,1.6555e+01,8.70e-02
1955-07-01,1.6809e+01,9.30e-02
1955-08-01,1.6899e+01,9.80e-02
1955-09-01,1.6148e+01,8.90e-02
